zone,hour_index,timestamp,util_obs,util_forecast,region,multiplier,p0_cny,price_dyn_cny,energy_obs,rev_base,rev_after,util_after
105,632,2022-07-15 08:00:00,0.13262,0.13395,discount,0.9446,1.1242,1.0619,73.48153,82.6055,79.4745,0.1345
105,633,2022-07-15 09:00:00,0.13978,0.12818,discount,0.9427,1.1242,1.0598,72.14083,81.0983,77.9166,0.1418
105,634,2022-07-15 10:00:00,0.1129,0.1398,discount,0.9466,1.1242,1.0641,67.94667,76.3834,73.5911,0.1144
105,635,2022-07-15 11:00:00,0.14247,0.11582,discount,0.9386,1.1242,1.0552,73.30167,82.4033,78.9354,0.1447
105,636,2022-07-15 12:00:00,0.13799,0.13933,discount,0.9464,1.1242,1.064,78.05,87.7412,84.5243,0.1399
105,637,2022-07-15 13:00:00,0.13351,0.13732,discount,0.9458,1.1242,1.0632,77.38889,86.998,83.7681,0.1354
105,638,2022-07-15 14:00:00,0.1371,0.13096,discount,0.9437,1.1242,1.0608,82.26167,92.4758,88.907,0.1391
105,639,2022-07-15 15:00:00,0.1353,0.13245,discount,0.9442,1.1242,1.0614,84.0,94.43,90.8182,0.1372
105,640,2022-07-15 16:00:00,0.1595,0.1332,discount,0.9444,1.1242,1.0617,83.825,94.2333,90.6453,0.1618
105,641,2022-07-15 17:00:00,0.16756,0.15556,discount,0.9519,1.1242,1.07,91.0,102.2992,98.9304,0.1696
105,642,2022-07-15 18:00:00,0.17921,0.16334,discount,0.9544,1.1242,1.073,95.89028,107.7967,104.4395,0.1813
105,643,2022-07-15 19:00:00,0.1586,0.18549,discount,0.9618,1.1242,1.0813,90.15028,101.3439,98.7025,0.1601
105,644,2022-07-15 20:00:00,0.16935,0.15938,discount,0.9531,1.1242,1.0715,103.99472,116.9074,113.1602,0.1714
105,645,2022-07-15 21:00:00,0.18907,0.16849,discount,0.9562,1.1242,1.0749,110.63889,124.3766,120.6501,0.1912
105,646,2022-07-15 22:00:00,0.18548,0.18968,discount,0.9632,1.1242,1.0828,107.47917,120.8245,117.7913,0.1872
105,647,2022-07-15 23:00:00,0.19982,0.18649,discount,0.9622,1.1242,1.0816,118.23194,132.9124,129.4786,0.2017
105,648,2022-07-16 00:00:00,0.21147,0.19372,discount,0.9646,1.1242,1.0843,122.89278,138.152,134.8115,0.2134
105,649,2022-07-16 01:00:00,0.23118,0.20994,discount,0.97,1.1242,1.0904,126.0,141.645,138.7454,0.2329
105,650,2022-07-16 02:00:00,0.21147,0.22668,discount,0.9756,1.1242,1.0967,129.885,146.0124,143.5812,0.2128
105,651,2022-07-16 03:00:00,0.21685,0.20837,discount,0.9695,1.1242,1.0898,133.0,149.5142,146.3998,0.2185
105,652,2022-07-16 04:00:00,0.20789,0.21034,discount,0.9701,1.1242,1.0906,129.11306,145.1446,142.1866,0.2095
105,653,2022-07-16 05:00:00,0.22849,0.20033,discount,0.9668,1.1242,1.0868,122.30167,137.4875,134.371,0.2304
105,654,2022-07-16 06:00:00,0.20072,0.22106,discount,0.9737,1.1242,1.0946,112.0,125.9067,123.6488,0.2021
105,655,2022-07-16 07:00:00,0.18369,0.18725,discount,0.9624,1.1242,1.0819,108.12472,121.5502,118.4311,0.1854
105,656,2022-07-16 08:00:00,0.1819,0.16637,discount,0.9555,1.1242,1.0741,105.0,118.0375,114.4435,0.184
105,657,2022-07-16 09:00:00,0.181,0.1729,discount,0.9576,1.1242,1.0765,93.71639,105.3528,102.3029,0.183
105,658,2022-07-16 10:00:00,0.17742,0.17466,discount,0.9582,1.1242,1.0772,96.63889,108.6382,105.537,0.1793
105,659,2022-07-16 11:00:00,0.18638,0.17092,discount,0.957,1.1242,1.0758,95.47806,107.3333,104.1773,0.1884
105,660,2022-07-16 12:00:00,0.20161,0.18052,discount,0.9602,1.1242,1.0794,114.02806,128.1865,124.6996,0.2037
105,661,2022-07-16 13:00:00,0.1828,0.19544,discount,0.9651,1.1242,1.085,109.86306,123.5044,120.5667,0.1844
105,662,2022-07-16 14:00:00,0.19176,0.17611,discount,0.9587,1.1242,1.0777,112.46278,126.4269,122.86,0.1938
105,663,2022-07-16 15:00:00,0.20341,0.18629,discount,0.9621,1.1242,1.0816,128.81944,144.8145,141.0666,0.2054
105,664,2022-07-16 16:00:00,0.20699,0.198,discount,0.966,1.1242,1.0859,111.29417,125.1132,122.2105,0.2088
105,665,2022-07-16 17:00:00,0.21416,0.20319,discount,0.9677,1.1242,1.0879,116.10278,130.5189,127.6457,0.2159
105,666,2022-07-16 18:00:00,0.23656,0.21082,discount,0.9703,1.1242,1.0907,129.30361,145.3588,142.4124,0.2383
105,667,2022-07-16 19:00:00,0.22133,0.22915,discount,0.9764,1.1242,1.0976,125.84833,141.4745,139.1985,0.2226
105,668,2022-07-16 20:00:00,0.21237,0.21737,discount,0.9725,1.1242,1.0932,115.10722,129.3997,126.9703,0.2138
105,669,2022-07-16 21:00:00,0.20878,0.20843,discount,0.9695,1.1242,1.0899,120.35528,135.2994,132.483,0.2104
105,670,2022-07-16 22:00:00,0.21953,0.20768,discount,0.9692,1.1242,1.0896,125.4225,140.9958,138.0366,0.2212
105,671,2022-07-16 23:00:00,0.20968,0.21557,discount,0.9719,1.1242,1.0925,123.17861,138.4733,135.8166,0.2112
105,672,2022-07-17 00:00:00,0.21774,0.20612,discount,0.9687,1.1242,1.089,128.53944,144.4998,141.4156,0.2195
105,673,2022-07-17 01:00:00,0.23746,0.21453,discount,0.9715,1.1242,1.0921,136.5,153.4488,150.4683,0.2392
105,674,2022-07-17 02:00:00,0.2509,0.23238,discount,0.9775,1.1242,1.0988,143.19278,160.9726,158.5014,0.2523
105,675,2022-07-17 03:00:00,0.24104,0.24636,discount,0.9821,1.1242,1.1041,139.60917,156.944,155.0342,0.2421
105,676,2022-07-17 04:00:00,0.22491,0.23011,discount,0.9767,1.1242,1.098,132.61889,149.0857,146.7199,0.2262
105,677,2022-07-17 05:00:00,0.22939,0.21811,discount,0.9727,1.1242,1.0935,129.5,145.5796,142.871,0.231
105,678,2022-07-17 06:00:00,0.22312,0.22189,discount,0.974,1.1242,1.0949,129.5,145.5796,142.9965,0.2246
105,679,2022-07-17 07:00:00,0.2043,0.2095,discount,0.9698,1.1242,1.0903,123.86111,139.2405,136.3761,0.2059
105,680,2022-07-17 08:00:00,0.20789,0.18669,discount,0.9622,1.1242,1.0817,112.39472,126.3504,123.092,0.2099
105,681,2022-07-17 09:00:00,0.16756,0.19688,discount,0.9656,1.1242,1.0855,100.70278,113.2067,110.5513,0.169
105,682,2022-07-17 10:00:00,0.19713,0.16286,discount,0.9543,1.1242,1.0728,99.95222,112.363,108.8512,0.1994
105,683,2022-07-17 11:00:00,0.18817,0.19256,discount,0.9642,1.1242,1.0839,108.89278,122.4136,119.4212,0.1899
105,684,2022-07-17 12:00:00,0.22043,0.18105,discount,0.9604,1.1242,1.0796,115.5,129.8413,126.325,0.2227
105,685,2022-07-17 13:00:00,0.19803,0.21312,discount,0.971,1.1242,1.0916,112.19444,126.1252,123.6349,0.1995
105,686,2022-07-17 14:00:00,0.19444,0.19171,discount,0.9639,1.1242,1.0836,103.43472,116.2779,113.4128,0.1962
105,687,2022-07-17 15:00:00,0.15233,0.19002,discount,0.9633,1.1242,1.083,90.79583,102.0696,99.5152,0.1537
105,688,2022-07-17 16:00:00,0.16308,0.14854,discount,0.9495,1.1242,1.0674,87.5,98.3646,94.9666,0.1652
105,689,2022-07-17 17:00:00,0.16219,0.16905,discount,0.9564,1.1242,1.0751,90.60528,101.8554,98.8168,0.164
105,690,2022-07-17 18:00:00,0.18459,0.16399,discount,0.9547,1.1242,1.0732,94.29778,106.0064,102.7208,0.1867
105,691,2022-07-17 19:00:00,0.1819,0.19076,discount,0.9636,1.1242,1.0832,99.64597,112.0187,109.2342,0.1836
105,692,2022-07-17 20:00:00,0.2043,0.18649,discount,0.9622,1.1242,1.0816,112.11667,126.0378,122.7817,0.2063
105,693,2022-07-17 21:00:00,0.23387,0.20328,discount,0.9678,1.1242,1.0879,120.56528,135.5355,132.5546,0.2358
105,694,2022-07-17 22:00:00,0.2276,0.23381,discount,0.9779,1.1242,1.0994,121.52972,136.6197,134.5668,0.2289
105,695,2022-07-17 23:00:00,0.19892,0.22384,discount,0.9746,1.1242,1.0956,112.19639,126.1274,123.9456,0.2002
105,696,2022-07-18 00:00:00,0.20609,0.19243,discount,0.9641,1.1242,1.0839,108.5,121.9721,118.9868,0.208
105,697,2022-07-18 01:00:00,0.20789,0.20271,discount,0.9676,1.1242,1.0877,108.9025,122.4246,119.7161,0.2096
105,698,2022-07-18 02:00:00,0.20699,0.20519,discount,0.9684,1.1242,1.0886,118.23,132.9102,130.0451,0.2086
105,699,2022-07-18 03:00:00,0.21953,0.20333,discount,0.9678,1.1242,1.0879,122.5,137.7104,134.6833,0.2213
105,700,2022-07-18 04:00:00,0.21147,0.21299,discount,0.971,1.1242,1.0916,118.61306,133.3408,130.7041,0.213
105,701,2022-07-18 05:00:00,0.21505,0.2071,discount,0.969,1.1242,1.0894,115.5,129.8413,127.099,0.2167
105,702,2022-07-18 06:00:00,0.21505,0.20888,discount,0.9696,1.1242,1.09,115.5,129.8413,127.1518,0.2167
105,703,2022-07-18 07:00:00,0.17832,0.19265,discount,0.9642,1.1242,1.0839,104.01028,116.9249,114.0691,0.1799
105,704,2022-07-18 08:00:00,0.14337,0.15609,discount,0.952,1.1242,1.0702,82.43861,92.6747,89.6342,0.1451
105,705,2022-07-18 09:00:00,0.15233,0.14304,discount,0.9477,1.1242,1.0654,79.33333,89.1839,85.9902,0.1544
105,706,2022-07-18 10:00:00,0.14964,0.14923,discount,0.9497,1.1242,1.0677,83.22611,93.56,90.3429,0.1516
105,707,2022-07-18 11:00:00,0.16487,0.14869,discount,0.9496,1.1242,1.0675,82.43667,92.6726,89.4744,0.167
105,708,2022-07-18 12:00:00,0.14606,0.16557,discount,0.9552,1.1242,1.0738,75.42889,84.7946,82.1973,0.1477
105,709,2022-07-18 13:00:00,0.14875,0.14495,discount,0.9483,1.1242,1.0661,78.56139,88.3161,85.1923,0.1507
105,710,2022-07-18 14:00:00,0.14158,0.1488,discount,0.9496,1.1242,1.0675,78.74806,88.5259,85.4731,0.1434
105,711,2022-07-18 15:00:00,0.14247,0.13827,discount,0.9461,1.1242,1.0636,73.88889,83.0634,79.9977,0.1444
105,712,2022-07-18 16:00:00,0.15054,0.14298,discount,0.9477,1.1242,1.0653,66.5,74.7571,72.079,0.1526
105,713,2022-07-18 17:00:00,0.12276,0.15074,discount,0.9502,1.1242,1.0682,68.64083,77.1637,74.5372,0.1243
105,714,2022-07-18 18:00:00,0.15681,0.12886,discount,0.943,1.1242,1.06,78.94639,88.7489,85.2809,0.1591
105,715,2022-07-18 19:00:00,0.17384,0.16699,discount,0.9557,1.1242,1.0743,94.55833,106.2993,103.0779,0.1758
105,716,2022-07-18 20:00:00,0.18907,0.18276,discount,0.9609,1.1242,1.0802,101.10528,113.6592,110.6257,0.1909
105,717,2022-07-18 21:00:00,0.17921,0.19043,discount,0.9635,1.1242,1.0831,94.5,106.2338,103.5851,0.1809
105,718,2022-07-18 22:00:00,0.14785,0.18338,discount,0.9611,1.1242,1.0805,88.28167,99.2433,96.6087,0.1493
105,719,2022-07-18 23:00:00,0.15143,0.15066,discount,0.9502,1.1242,1.0682,87.5,98.3646,95.0146,0.1534
107,624,2022-07-15 00:00:00,0.26136,0.26756,discount,0.9892,0.9264,0.9163,119.0,110.2373,109.4269,0.2621
107,625,2022-07-15 01:00:00,0.25568,0.2615,discount,0.9872,0.9264,0.9145,115.69444,107.1751,106.2398,0.2565
107,626,2022-07-15 02:00:00,0.25,0.25549,discount,0.9852,0.9264,0.9126,112.0,103.7527,102.7056,0.2509
107,627,2022-07-15 03:00:00,0.25663,0.25009,discount,0.9834,0.9264,0.911,115.89278,107.3589,106.1435,0.2577
107,628,2022-07-15 04:00:00,0.26515,0.25995,discount,0.9866,0.9264,0.914,119.0,110.2373,109.2364,0.266
107,629,2022-07-15 05:00:00,0.26326,0.26344,discount,0.9878,0.9264,0.9151,119.0,110.2373,109.3238,0.2641
107,630,2022-07-15 06:00:00,0.25947,0.26062,discount,0.9869,0.9264,0.9142,118.02778,109.3366,108.3606,0.2603
107,631,2022-07-15 07:00:00,0.24242,0.23233,discount,0.9774,0.9264,0.9055,107.77667,99.8404,98.3065,0.2438
107,632,2022-07-15 08:00:00,0.21212,0.2096,discount,0.9699,0.9264,0.8984,82.75361,76.6599,75.0847,0.2137
107,633,2022-07-15 09:00:00,0.20644,0.2041,discount,0.968,0.9264,0.8968,82.06528,76.0223,74.3646,0.2081
107,634,2022-07-15 10:00:00,0.2017,0.2024,discount,0.9675,0.9264,0.8962,82.3725,76.3069,74.6133,0.2034
107,635,2022-07-15 11:00:00,0.21023,0.19583,discount,0.9653,0.9264,0.8942,87.58167,81.1325,79.2099,0.2121
107,636,2022-07-15 12:00:00,0.19602,0.20244,discount,0.9675,0.9264,0.8962,78.75194,72.9529,71.3345,0.1976
107,637,2022-07-15 13:00:00,0.19602,0.18957,discount,0.9632,0.9264,0.8923,79.29639,73.4573,71.6113,0.1979
107,638,2022-07-15 14:00:00,0.19223,0.19272,discount,0.9642,0.9264,0.8932,76.64611,71.0022,69.2691,0.194
107,639,2022-07-15 15:00:00,0.18939,0.1873,discount,0.9624,0.9264,0.8916,74.865,69.3522,67.5734,0.1912
107,640,2022-07-15 16:00:00,0.18845,0.18606,discount,0.962,0.9264,0.8912,70.0,64.8455,63.1638,0.1903
107,641,2022-07-15 17:00:00,0.1733,0.18442,discount,0.9615,0.9264,0.8907,61.05944,56.5632,55.0751,0.175
107,642,2022-07-15 18:00:00,0.17803,0.17833,discount,0.9594,0.9264,0.8888,67.52083,62.5488,60.816,0.1799
107,643,2022-07-15 19:00:00,0.21307,0.18985,discount,0.9633,0.9264,0.8924,88.74444,82.2096,80.149,0.2151
107,644,2022-07-15 20:00:00,0.22064,0.22239,discount,0.9741,0.9264,0.9024,94.10333,87.1739,85.6371,0.2221
107,645,2022-07-15 21:00:00,0.22064,0.225,discount,0.975,0.9264,0.9032,93.53556,86.6479,85.172,0.222
107,646,2022-07-15 22:00:00,0.23485,0.23244,discount,0.9775,0.9264,0.9055,140.98278,130.6013,128.5982,0.2362
107,647,2022-07-15 23:00:00,0.22443,0.24242,discount,0.9808,0.9264,0.9086,147.59528,136.7269,134.9405,0.2255
